subid,RT,BaselineOnset,Onset,NaviOnset,EndingOnset,Steps,Choice,Distance_OA,Distance_OB,Distance_OC,Distance_AB,Distance_BC,Distance_AC,cos_ABC,cos_AOB,cos_BOC
20,1.3475125,601.4624212,602.483544,607.7887335,609.2887335,9,A,5.385164807,5.385164807,5,4.242640687,5.830951895,2,0.9701425,0.689655172,0.371390676
20,0.8686684,609.7895868,610.8103853,612.3522607,613.8522607,5,B,5,5,4,7.071067812,6.403124237,1,0.993883735,-1.42E-16,0
20,1.3225184,614.3512571,615.3566213,620.4286662,621.9286662,7,B,5.830951895,6.403124237,7.211102551,2.236067977,1,3.16227766,-0.894427191,0.937425272,0.996240588
20,2.0213755,622.428248,623.4337981,629.8209654,631.3209654,8,A,7.810249676,5,3.16227766,2.828427125,3,5.385164807,-0.707106781,0.998687663,0.822192192
20,1.7559773,631.8207449,632.8272037,639.7300212,641.2300212,12,A,8.94427191,8.94427191,10,5.656854249,2,4.472135955,0.707106781,0.8,0.98386991
20,1.1184056,641.7290253,642.7366608,646.6736674,648.1736674,7,A,5.830951895,4.472135955,4.123105626,1.414213562,1,2.236067977,-0.707106781,0.997054486,0.97618706
20,0.8392403,648.673523,649.679885,652.8019752,654.3019752,8,B,4.242640687,6.403124237,3.605551275,2.236067977,2.828427125,1,0.948683298,0.993883735,0.996240588
20,0.7601929,654.801475,655.8072311,657.8478114,659.3478114,8,C,4,8.94427191,7.280109889,5.656854249,6.708203932,7.280109889,0.316227766,0.894427191,0.675724629
20,1.0337672,659.8476115,660.8690627,665.292299,666.792299,9,B,7.211102551,7.810249676,8.94427191,2.236067977,3.605551275,2,0.868243142,0.958798113,0.916157335
20,1.1086352,667.2913508,668.2988201,671.7699002,673.2699002,14,C,6.32455532,6.32455532,9.899494937,5.656854249,5.099019514,5.099019514,0.554700196,0.6,0.894427191
20,0.7666874,673.7692074,674.7763282,677.3151924,678.8151924,9,B,4.472135955,7.211102551,3.605551275,2.828427125,4.123105626,2.236067977,0.857492926,0.992277877,0.923076923
20,0.7492431,679.3150814,680.3218402,681.861809,683.361809,6,A,6,6,3,8.485281374,3,6.708203932,0.707106781,1.97E-16,1
20,0.8982167,683.8610601,684.8686698,686.973806,688.473806,7,B,6.08276253,6.08276253,4.123105626,7.071067812,2,5.830951895,0.707106781,0.324324324,0.996815279
20,1.2453306,688.9734294,689.9780688,693.6688468,695.1688468,9,B,4.472135955,3.605551275,3,2.236067977,2,4.123105626,-0.894427191,0.868243142,0.832050294
20,0.8188643,695.6681634,696.6761667,699.7466909,701.2466909,8,A,6.08276253,7.280109889,6,1.414213562,2.236067977,1,0.948683298,0.993605255,0.961523948
20,0.9504654,701.7464399,702.7524888,706.8909984,708.3909984,5,B,6.08276253,6.08276253,7.071067812,7.071067812,7.810249676,1,0.995893206,0.324324324,0.302243861
20,1.0544453,708.8906001,709.8963312,715.2005923,716.7005923,11,B,2.828427125,8.485281374,9.219544457,5.656854249,1,6.403124237,-0.707106781,1,0.997054486
20,0.7373223,717.2003665,718.2213858,721.8786861,723.3786861,10,B,4.123105626,8.062257748,4,4.242640687,5,1,0.989949494,0.96265094,0.868243142
20,1.6278762,723.878264,724.8833134,731.3706775,732.8706775,9,A,8.602325267,3.16227766,7.615773106,5.656854249,4.472135955,2,0.948683298,0.955779009,0.996545758
20,0.9119337,733.370457,734.3916738,741.5788907,743.0788907,15,A,8.94427191,4,8.246211251,5.656854249,4.472135955,2,0.948683298,0.894427191,0.9701425
20,0.8841164,743.5785445,744.5949538,746.1752868,747.6752868,6,A,6,6,3,8.485281374,6.708203932,3,0.948683298,1.97E-16,-1.97E-16
20,1.2574363,748.1744614,749.1813948,752.1204398,753.6204398,10,B,7.211102551,7.211102551,5.385164807,2.828427125,4.123105626,2.236067977,0.857492926,0.923076923,0.824041924
20,1.2780679,173.6528322,174.6836504,178.1812111,179.6812111,9,A,7.280109889,7.280109889,7.071067812,7.071067812,1,7.810249676,-0.707106781,0.528301887,0.99071158
20,1.0137515,180.1808758,181.2042789,185.8414906,187.3414906,12,B,8.062257748,4.123105626,8.94427191,4.242640687,5,1,0.989949494,0.96265094,0.97618706
20,1.8018917,187.841031,188.8478978,192.0696521,193.5696521,5,A,3.605551275,3.605551275,3.16227766,1.414213562,1,2.236067977,-0.707106781,0.923076923,0.964763821
20,1.0687492,194.0692703,195.0770738,197.2155249,198.7155249,3,A,8.602325267,3.16227766,7.615773106,5.656854249,4.472135955,2,0.948683298,0.955779009,0.996545758
20,0.8668845,199.2151376,200.2229539,204.2429099,205.7429099,12,A,2.236067977,9.219544457,9.899494937,7.071067812,1,7.810249676,-0.707106781,0.9701425,0.997054486
20,1.0714554,206.242746,207.2663504,210.7708285,212.2708285,12,C,4.123105626,4.123105626,8.602325267,4.242640687,5,6.08276253,0.141421356,0.470588235,0.930408393
20,0.9595456,212.770463,213.7783656,217.4653539,218.9653539,10,C,8.94427191,4,6.08276253,5.656854249,6.708203932,7.280109889,0.316227766,0.894427191,0.164398987
20,0.7217288,219.4651337,220.4720681,221.9120272,223.4120272,7,C,4.123105626,8.062257748,7.071067812,4.242640687,3,3,0.707106781,0.96265094,0.9296815
20,0.947215,223.9110905,224.91843,230.4715147,231.9715147,13,B,5.830951895,6.403124237,7.211102551,2.236067977,1,3.16227766,-0.894427191,0.937425272,0.996240588
20,1.4348515,232.4709639,233.4789247,237.2826022,238.7826022,7,A,3.605551275,3.605551275,3.16227766,1.414213562,2.236067977,1,0.948683298,0.923076923,0.789352217
20,0.8723191,239.2819112,240.2895149,246.7245949,248.2245949,16,B,7.810249676,3.605551275,9.433981132,4.242640687,5.830951895,2,0.9701425,0.994309154,0.999567754
20,0.7344845,248.7241963,249.7312387,253.9689921,255.4689921,11,B,5.830951895,7.211102551,5.385164807,1.414213562,2.236067977,1,0.948683298,0.998868138,0.978549785
20,0.9302992,255.9679634,256.9756345,260.2969817,261.7969817,11,A,8.062257748,8.062257748,6.32455532,4.242640687,5.385164807,2.236067977,0.91914503,0.861538462,0.745241314
20,1.2747235,262.2964201,263.3187404,266.7748421,268.2748421,5,A,7.211102551,4.472135955,3.605551275,2.828427125,2.236067977,4.123105626,-0.316227766,0.992277877,0.868243142
20,0.747194,268.7744225,269.7824558,278.1156767,279.6156767,21,A,7.810249676,7.810249676,8.602325267,1.414213562,1,2.236067977,-0.707106781,0.983606557,0.997226993
20,1.0227333,280.1150622,281.1226915,284.7933732,286.2933732,8,B,7.071067812,5,7.810249676,2.236067977,2.828427125,1,0.948683298,0.989949494,0.998687663
20,0.6803247,286.7929008,287.8010975,290.8721046,292.3721046,11,A,8.062257748,8.062257748,6.32455532,4.242640687,2.236067977,5.385164807,-0.316227766,0.861538462,0.980580676
20,0.9642408,292.8713922,293.8933265,295.6677948,297.1677948,3,B,8.94427191,4,6,5.656854249,2,4.472135955,0.707106781,0.894427191,1
20,0.7030857,297.6673584,298.6746546,303.0618181,304.5618181,14,B,3,9.433981132,8.94427191,7.071067812,1,6.403124237,0.707106781,0.847998304,0.995495473
20,0.927286,305.0614473,306.066984,310.1559329,311.6559329,11,B,7.280109889,7.280109889,8.062257748,7.071067812,5.830951895,2,0.9701425,0.528301887,0.715574206
20,0.640836,312.1555495,313.1609237,318.5657232,320.0657232,15,A,2.828427125,8.485281374,9.219544457,5.656854249,1,6.403124237,-0.707106781,1,0.997054486
20,0.6522137,320.5655793,321.5734856,325.5266458,327.0266458,12,C,4.472135955,6.708203932,6.708203932,2.236067977,4.242640687,4.123105626,0.316227766,1,0.8
20,1.195974,327.5262308,328.5335082,331.7383982,333.2383982,8,B,6.403124237,5,7.211102551,1.414213562,2.236067977,1,0.948683298,0.999512076,0.998460353
20,1.0801889,333.7380507,334.7454086,339.0822799,340.5822799,9,B,8.544003745,8.544003745,8.94427191,7.071067812,6.403124237,1,0.993883735,0.657534247,0.732793492
20,0.6741638,341.0815326,342.0875073,345.1937762,346.6937762,11,A,2.828427125,8.485281374,2.236067977,5.656854249,6.403124237,1,0.993883735,1,0.948683298
20,1.1226937,347.1933823,348.1990706,349.9563712,351.4563712,3,A,8.602325267,3.16227766,5.099019514,5.656854249,2,4.472135955,0.707106781,0.955779009,0.992277877
20,0.9521425,351.9559048,352.9615311,356.6513263,358.1513263,13,C,5.099019514,5.099019514,9.219544457,5.656854249,6.08276253,5.385164807,0.581238194,0.384615385,0.787055915
20,1.2795182,358.6509589,359.6583545,364.7442342,366.2442342,11,B,9.219544457,9.219544457,10,1.414213562,1,2.236067977,-0.707106781,0.988235294,0.997880106
20,0.7560188,366.7438704,367.7496015,370.3894164,371.8894164,6,A,4,4,2,5.656854249,2,4.472135955,0.707106781,-2.22E-16,1
20,0.7009549,372.3889809,373.3967193,374.7702381,376.2702381,6,C,4.242640687,6.403124237,6.08276253,2.236067977,4.472135955,3.605551275,0.6,0.993883735,0.744569441
20,1.5316691,376.785387,377.7898159,381.413867,382.913867,8,A,5.099019514,5.099019514,3.16227766,5.656854249,4.472135955,2,0.948683298,0.384615385,0.496138938
20,0.8253813,383.4148307,384.4408502,385.9602822,387.4602822,3,A,10,2,5,8.485281374,3,6.708203932,0.707106781,0.8,1
20,1.0840933,387.9597105,388.9814225,391.4057794,392.9057794,4,A,4.472135955,4.472135955,6.708203932,2.828427125,2.236067977,4.123105626,-0.316227766,0.8,1
20,0.8536984,393.4053847,394.4119297,398.2003905,399.7003905,8,A,4.472135955,4.472135955,6.708203932,2.828427125,4.123105626,2.236067977,0.857492926,0.8,0.8
20,0.8193197,400.1998595,401.2061924,402.0636493,403.5636493,1,C,6.708203932,6.708203932,2.236067977,4.242640687,4.472135955,5.099019514,0.316227766,0.8,1
20,0.9091294,404.0637695,405.0843372,409.3076795,410.8076795,10,A,8.602325267,8.602325267,9.219544457,2.828427125,1,2.236067977,0.707106781,0.945945946,0.996097313
20,1.2012343,411.3071933,412.328195,414.5866003,416.0866003,2,B,9.219544457,2.236067977,8.062257748,7.071067812,5.830951895,2,0.9701425,0.9701425,0.998460353
20,0.7935364,416.5862011,417.5926288,420.7315465,422.2315465,7,B,5.830951895,6.403124237,7.211102551,2.236067977,1,3.16227766,-0.894427191,0.937425272,0.996240588
20,0.7765296,422.7311831,423.7381221,428.5251437,430.0251437,14,A,4.472135955,6.708203932,4,2.236067977,3.605551275,2,0.868243142,1,0.894427191
20,0.8142236,430.5252888,431.5470972,436.1689397,437.6689397,14,A,8.602325267,8.602325267,9.219544457,2.828427125,1,2.236067977,0.707106781,0.945945946,0.996097313
20,0.9857965,438.1684151,439.1758611,442.3470233,443.8470233,6,A,6.708203932,5.385164807,7.615773106,1.414213562,2.236067977,1,0.948683298,0.996545758,0.999702691
20,0.7451913,444.3465663,445.3524729,446.7602127,448.2602127,4,B,8.544003745,5,8.062257748,4.242640687,3.16227766,2,0.894427191,0.936329178,0.992277877
20,0.708445,448.7597695,449.7650494,453.3380859,454.8380859,12,A,2.236067977,9.219544457,1.414213562,7.071067812,7.810249676,1,0.995893206,0.9701425,0.997054486
20,0.8820948,455.3377732,456.3437773,460.4156094,461.9156094,11,B,5.830951895,7.211102551,5.385164807,1.414213562,2.236067977,1,0.948683298,0.998868138,0.978549785
20,0.9002692,462.4151756,463.4213515,467.0769049,468.5769049,9,B,5.830951895,5,5.385164807,2.236067977,2.828427125,1,0.948683298,0.92609236,0.854198556
20,0.7680686,469.0763508,470.0814892,471.7562735,473.2562735,3,B,2.236067977,2.236067977,2,1.414213562,2.236067977,1,0.948683298,0.8,0.447213595
20,0.7196555,473.75574,474.7701564,477.2517432,478.7517432,7,B,5,5,4.472135955,1.414213562,1,2.236067977,-0.707106781,0.96,0.98386991
20,0.7375576,479.2513258,480.2720553,484.6126648,486.1126648,10,A,4.472135955,6.708203932,4,2.236067977,3.605551275,2,0.868243142,1,0.894427191
20,1.0807079,486.6121023,487.6171884,491.906422,493.406422,13,B,8.544003745,8.544003745,8.94427191,7.071067812,1,6.403124237,0.707106781,0.657534247,0.994505453
20,0.6736496,493.9061764,494.9119536,498.0516812,499.5516812,10,C,5.830951895,7.211102551,8.062257748,1.414213562,1,2.236067977,-0.707106781,0.998868138,0.997630328
20,1.0395549,500.0509738,501.0582312,507.9099308,509.4099308,18,C,5.830951895,4.472135955,5,1.414213562,2.236067977,2.236067977,0.316227766,0.997054486,0.894427191
20,0.8284031,509.9097627,510.9173599,513.9049404,515.4049404,9,B,6.708203932,6.403124237,5.099019514,2.828427125,3,5.385164807,-0.707106781,0.907959385,0.888217643
20,1.0444765,515.9046571,516.9102241,520.8161167,522.3161167,8,A,8.246211251,8.246211251,9.433981132,8.485281374,6.708203932,3,0.948683298,0.470588235,0.719844295
20,0.6822938,522.8156832,523.822955,526.8108922,528.3108922,9,A,4.472135955,7.211102551,3.605551275,2.828427125,4.123105626,2.236067977,0.857492926,0.992277877,0.923076923
20,1.2091049,528.8106153,529.8166258,536.1034939,537.6034939,12,B,7.280109889,6.08276253,8.246211251,1.414213562,2.236067977,1,0.948683298,0.993605255,0.996815279
20,0.9408557,538.1027087,539.1087862,541.64952,543.14952,7,C,8.485281374,2.828427125,7.071067812,5.656854249,5.099019514,5.099019514,0.554700196,1,0.8
20,0.585142,543.6487585,544.6647029,545.9785329,547.4785329,7,C,3,9.433981132,7.071067812,7.071067812,7.280109889,7.280109889,0.485642931,0.847998304,0.644597253
20,0.7535667,547.9781536,548.9840618,552.1569641,553.6569641,8,A,8.246211251,8.246211251,9.433981132,8.485281374,6.708203932,3,0.948683298,0.470588235,0.719844295
20,0.7567265,554.1574626,555.1805272,559.1844441,560.6844441,8,A,7.615773106,7.615773106,8.602325267,5.656854249,2,4.472135955,0.707106781,0.724137931,0.976900017
20,1.0034933,561.1839537,562.1899424,566.8447291,568.3447291,10,A,6.32455532,6.32455532,7.280109889,5.656854249,1,6.403124237,-0.707106781,0.6,0.999056158
20,1.2547131,568.8445419,569.8508661,573.6892196,575.1892196,8,B,8.544003745,5,8.062257748,4.242640687,3.16227766,2,0.894427191,0.936329178,0.992277877
20,1.1868424,575.6888136,576.6946828,580.0674191,581.5674191,9,B,8.062257748,8.062257748,8.94427191,4.242640687,1,5,-0.707106781,0.861538462,0.998460353
20,0.7452859,582.0668133,583.0726707,584.9632156,586.4632156,4,B,9.433981132,3,8.94427191,7.071067812,6.403124237,1,0.993883735,0.847998304,0.894427191
20,0.7779458,586.9629329,587.9679039,591.1415264,592.6415264,6,B,6.403124237,5,7.211102551,1.414213562,2.236067977,1,0.948683298,0.999512076,0.998460353
20,0.6393247,593.1411677,594.1462359,596.4045425,597.9045425,9,A,7.280109889,7.280109889,7.071067812,7.071067812,7.810249676,1,0.995893206,0.528301887,0.407940062
20,0.5465288,598.4200116,599.4242738,601.8499488,603.3499488,9,A,5.385164807,5.385164807,5,4.242640687,5.830951895,2,0.9701425,0.689655172,0.371390676
20,0.8582374,603.8491969,604.8556061,607.4613168,608.9613168,7,A,4.472135955,3.605551275,3,2.236067977,2,4.123105626,-0.894427191,0.868243142,0.832050294
20,0.6054869,609.4611342,610.4680113,612.0412349,613.5412349,5,B,4.123105626,4.123105626,4,4.242640687,5,1,0.989949494,0.470588235,0.242535625
20,0.6360487,614.040542,615.0614302,616.4204323,617.9204323,7,C,4.472135955,7.211102551,7.071067812,2.828427125,3.16227766,3.16227766,0.447213595,0.992277877,0.902134222
20,0.8048992,618.4203086,619.4368621,622.6155764,624.1155764,6,C,7.810249676,7.810249676,5.656854249,1.414213562,2.236067977,2.236067977,0.316227766,0.983606557,0.995893206
20,0.8513701,624.6152857,625.6219129,627.2952616,628.7952616,2,C,6.403124237,6.403124237,2.828427125,1.414213562,3.605551275,3.605551275,0.196116135,0.975609756,0.993883735
20,0.6454102,629.2947248,630.3002043,633.4233018,634.9233018,12,B,2.236067977,9.219544457,8.062257748,7.071067812,2,5.830951895,0.707106781,0.9701425,0.982102279
20,0.6351275,635.4230154,636.4303647,638.5196083,640.0196083,8,A,6.32455532,6.32455532,6.08276253,5.656854249,6.403124237,1,0.993883735,0.6,0.46788772
20,1.1386964,640.5190285,641.5268357,643.3652631,644.8652631,3,A,4.123105626,4.123105626,6.32455532,4.242640687,2.236067977,5.385164807,-0.316227766,0.470588235,0.997054486
20,0.9355321,645.3643166,646.3700495,648.9938393,650.4938393,7,B,7.280109889,7.280109889,8.062257748,7.071067812,2,5.830951895,0.707106781,0.528301887,0.971136422
20,1.2022771,650.994634,652.0312168,654.9057114,656.4057114,6,B,7.810249676,5,3.16227766,2.828427125,3,5.385164807,-0.707106781,0.998687663,0.822192192
20,0.6744439,656.9053035,657.9110773,660.7169688,662.2169688,6,A,3.16227766,3.16227766,2.236067977,2.828427125,2.236067977,1,0.948683298,0.6,0.707106781
20,0.8135923,662.7172164,663.7235719,666.6294692,668.1294692,8,C,2.236067977,2.236067977,2.828427125,1.414213562,1,1,0.707106781,0.8,0.948683298
20,0.7738463,668.6288551,669.6355361,671.3420104,672.8420104,7,C,2,10,7.071067812,8.485281374,7.071067812,7.071067812,0.6,0.8,0.707106781
20,0.7906557,673.3419435,674.3468606,676.4877653,677.9877653,7,A,8.94427191,4,8.246211251,5.656854249,4.472135955,2,0.948683298,0.894427191,0.9701425
20,0.6512522,678.4874342,679.5102324,683.2829926,684.7829926,10,B,3.605551275,6.403124237,2,2.828427125,5.385164807,3,0.91914503,0.996240588,0.624695048
20,0.6730619,685.282999,686.3040194,693.8732776,695.3732776,20,B,6.08276253,7.280109889,8.246211251,1.414213562,1,2.236067977,-0.707106781,0.993605255,0.999444907
20,0.7540981,695.8731135,696.8793109,700.3517085,701.8517085,10,A,4.472135955,6.708203932,8.544003745,2.236067977,2,4.123105626,-0.894427191,1,0.994505453
20,1.0360575,702.3511682,703.3573909,705.8804674,707.3804674,7,C,9.219544457,2.236067977,7.071067812,7.071067812,6.08276253,6.08276253,0.581238194,0.9701425,0.569209979
20,0.6999706,707.881239,708.893167,713.8413649,715.3413649,11,B,6.403124237,6.403124237,7.211102551,1.414213562,1,2.236067977,-0.707106781,0.975609756,0.996240588
20,0.641994,715.8568623,716.8639076,719.0364407,720.5364407,6,B,4.242640687,4.472135955,4.123105626,1.414213562,1,2.236067977,-0.707106781,0.948683298,0.97618706
20,0.6149419,721.0364862,722.0586514,723.4823077,724.9823077,7,C,2.236067977,9.219544457,7.071067812,7.071067812,5,5,0.707106781,0.9701425,0.843661488
20,0.8899392,725.4822061,726.4874968,728.478731,729.978731,4,B,8.062257748,4.123105626,4,4.242640687,1,5,-0.707106781,0.96265094,0.9701425
20,0.7716264,730.4778686,731.4858511,735.2729216,736.7729216,10,B,5,8.544003745,8.062257748,4.242640687,2,3.16227766,0.707106781,0.936329178,0.972650231
20,0.7793135,737.2724314,738.278469,742.4670207,743.9670207,12,A,3.605551275,7.810249676,9.433981132,4.242640687,2,5.830951895,-0.707106781,0.994309154,0.990747395
20,0.505619,744.4667903,745.4718244,748.8618275,750.3618275,7,C,5,8.544003745,5.830951895,4.242640687,5.385164807,5.385164807,0.393919299,0.936329178,0.782823255
20,0.7408609,750.861385,751.8688591,754.5904577,756.0904577,11,A,8.062257748,8.062257748,6.32455532,4.242640687,5.385164807,2.236067977,0.91914503,0.861538462,0.745241314
20,0.9589719,756.5900318,757.610507,761.9510674,763.4510674,11,A,6.708203932,6.708203932,8.544003745,4.242640687,2,5.830951895,-0.707106781,0.8,0.994505453
20,0.7726354,763.9506805,764.9728646,767.5630556,769.0630556,8,B,8.544003745,5,7,4.242640687,2,3.16227766,0.707106781,0.936329178,1
20,0.7203194,769.5628676,770.5690169,773.0754017,774.5754017,5,A,7.615773106,5.099019514,7.280109889,2.828427125,2.236067977,1,0.948683298,0.978549785,0.996729048
20,0.6292434,775.0746975,776.0922274,779.4366569,780.9366569,11,B,6.708203932,6.403124237,6,2.828427125,5.385164807,3,0.91914503,0.907959385,0.624695048
20,0.8639799,781.4362923,782.441431,785.4655577,786.9655577,8,C,7.615773106,5.099019514,6.708203932,2.828427125,5.385164807,5,0.393919299,0.978549785,0.613940614
20,0.7472962,787.4647567,788.4702257,792.8756247,794.3756247,10,A,8.94427191,8.94427191,10,5.656854249,4.472135955,2,0.948683298,0.8,0.894427191
20,0.6570721,794.8756646,795.8963323,800.1536257,801.6536257,15,A,2,10,8.544003745,8.485281374,3,6.708203932,0.707106781,0.8,0.959737407
20,0.9540715,802.1529144,803.175354,806.6813959,808.1813959,8,C,7.810249676,5,7.280109889,2.828427125,3.16227766,3.16227766,0.447213595,0.998687663,0.934051835
3,2.5544269,347.7642316,348.8111959,358.979947,360.479947,12,A,3.605551275,7.810249676,9.433981132,4.242640687,2,5.830951895,-0.707106781,0.994309154,0.990747395
3,1.3281988,360.9799002,361.9892718,366.0738181,367.5738181,7,C,6.08276253,7.280109889,6.32455532,1.414213562,1,1,0.707106781,0.993605255,0.999056158
3,2.663132,368.0744782,369.0864881,375.4493691,376.9493691,8,A,7.280109889,6.08276253,8.246211251,1.414213562,2.236067977,1,0.948683298,0.993605255,0.996815279
3,2.4354791,377.4499675,378.4737153,381.7443281,383.2443281,4,B,4,4,2,5.656854249,4.472135955,2,0.948683298,-2.22E-16,-2.22E-16
3,2.046021,383.7440919,384.7525243,390.4037457,391.9037457,8,A,4.472135955,3.605551275,3,2.236067977,2,4.123105626,-0.894427191,0.868243142,0.832050294
3,3.645112,392.4045542,393.4163802,401.2115081,402.7115081,11,B,8.94427191,4,6,5.656854249,2,4.472135955,0.707106781,0.894427191,1
3,1.8194461,403.2120353,404.2337876,408.3723305,409.8723305,5,B,4.123105626,4.123105626,4,4.242640687,1,5,-0.707106781,0.470588235,0.9701425
3,1.1253791,410.3728367,411.3840781,415.7326896,417.2326896,8,C,3.16227766,8.602325267,6.08276253,5.656854249,6.08276253,5.385164807,0.581238194,0.955779009,0.707106781
3,2.0622456,417.7332623,418.7433102,425.3921949,426.8921949,13,A,7.211102551,5.385164807,8.94427191,2.236067977,3.605551275,2,0.868243142,0.978549785,0.996545758
3,2.3453427,427.3922313,428.4042089,433.2349864,434.7349864,12,A,9.433981132,3,4,7.071067812,1,6.403124237,0.707106781,0.847998304,1
3,3.4457716,435.2353189,436.2478024,441.5116633,443.0116633,6,A,6,6,3,8.485281374,3,6.708203932,0.707106781,1.97E-16,1
3,2.949936,443.5117832,444.5194332,451.6200931,453.1200931,4,A,3.605551275,7.810249676,9.433981132,4.242640687,2,5.830951895,-0.707106781,0.994309154,0.990747395
3,2.8011806,453.6205338,454.6443758,458.7142768,460.2142768,5,B,4.472135955,7.211102551,3.605551275,2.828427125,4.123105626,2.236067977,0.857492926,0.992277877,0.923076923
3,1.9797912,460.7147117,461.737718,466.3581277,467.8581277,4,B,4.472135955,4.472135955,6.708203932,2.828427125,2.236067977,4.123105626,-0.316227766,0.8,1
3,2.6974034,468.358093,469.3717939,476.5336591,478.0336591,8,A,8.246211251,8.246211251,9.433981132,8.485281374,3,6.708203932,0.707106781,0.470588235,0.951222819
3,1.6027541,478.533944,479.5467286,487.9902245,489.4902245,14,B,6.08276253,7.280109889,8.246211251,1.414213562,1,2.236067977,-0.707106781,0.993605255,0.999444907
3,1.6578452,489.9906005,491.0034982,495.2513768,496.7513768,5,A,5.385164807,5,8.246211251,2.828427125,5.385164807,3,0.91914503,0.854198556,0.776114
3,2.3932946,497.251591,498.2759752,503.8772771,505.3772771,11,B,8.94427191,4,6,5.656854249,2,4.472135955,0.707106781,0.894427191,1
3,7.0988294,505.8775468,506.8992256,519.4481243,520.9481243,10,A,3.16227766,3.16227766,2.236067977,2.828427125,2.236067977,1,0.948683298,0.6,0.707106781
3,1.5906268,521.4480399,522.4554815,525.5757857,527.0757857,7,C,7.211102551,4.472135955,7.071067812,2.828427125,3.16227766,3.16227766,0.447213595,0.992277877,0.948683298
3,1.4783646,527.5767405,528.5911319,533.2530907,534.7530907,8,B,7.071067812,7.211102551,7.810249676,1.414213562,2.236067977,1,0.948683298,0.980580676,0.958798113
3,1.6506447,535.2532142,536.2747893,541.5461181,543.0461181,7,A,6.708203932,6.708203932,8.544003745,4.242640687,5.830951895,2,0.9701425,0.8,0.732793492
3,2.5350986,543.5466121,544.5663675,549.6896593,551.1896593,8,C,7.615773106,5.099019514,6.708203932,2.828427125,5.385164807,5,0.393919299,0.978549785,0.613940614
3,1.9725523,551.6899314,552.7126305,554.7354073,556.2354073,1,C,6.708203932,6.708203932,2.236067977,4.242640687,4.472135955,5.099019514,0.316227766,0.8,1
3,1.9784309,556.7355901,557.7470309,561.1964782,562.6964782,5,C,7.071067812,7.211102551,5,1.414213562,2.236067977,2.236067977,0.316227766,0.980580676,0.998460353
3,2.3001668,563.1969497,564.2171215,573.7863661,575.2863661,12,A,5.385164807,6.708203932,7.615773106,1.414213562,1,2.236067977,-0.707106781,0.996545758,0.998274373
3,2.9029027,575.7867503,576.7990256,579.748038,581.248038,1,A,2,10,5,8.485281374,6.708203932,3,0.948683298,0.8,0.8
3,2.0403555,581.7481266,582.7577717,590.0730017,591.5730017,11,B,5.830951895,7.211102551,8.062257748,1.414213562,1,2.236067977,-0.707106781,0.998868138,0.997630328
3,2.8574343,592.0734398,593.0837705,596.0847465,597.5847465,2,A,2.236067977,9.219544457,1.414213562,7.071067812,7.810249676,1,0.995893206,0.9701425,0.997054486
3,6.4291352,598.0848548,599.0962369,606.0928444,607.5928444,4,A,3.16227766,3.16227766,2.236067977,2.828427125,1,2.236067977,0.707106781,0.6,0.989949494
3,1.733877,608.0925565,609.1034566,616.1514252,617.6514252,10,A,3.605551275,6.403124237,8.602325267,2.828427125,3,5.385164807,-0.707106781,0.996240588,0.962206046
3,1.9856161,618.1515271,619.1714894,624.0447475,625.5447475,2,A,2.236067977,9.219544457,8.062257748,7.071067812,2,5.830951895,0.707106781,0.9701425,0.982102279
3,1.7454926,626.0450951,627.0517143,629.1741374,630.6741374,4,A,4.123105626,8.062257748,8.485281374,4.242640687,2.236067977,5.385164807,-0.316227766,0.96265094,0.964763821
3,1.487824,631.1742999,632.1815358,639.165592,640.665592,12,B,5,6.403124237,7.211102551,1.414213562,1,2.236067977,-0.707106781,0.999512076,0.996240588
3,3.0212335,641.16536,642.1763902,647.7753311,649.2753311,8,B,5.099019514,5.099019514,3.16227766,5.656854249,4.472135955,2,0.948683298,0.384615385,0.496138938
3,2.3572082,649.7756481,650.8005033,656.3517203,657.8517203,9,A,8.544003745,8.544003745,8.94427191,7.071067812,6.403124237,1,0.993883735,0.657534247,0.732793492
3,1.6769821,658.3517185,659.3602887,668.7247694,670.2247694,16,A,5,6.403124237,7.211102551,1.414213562,1,2.236067977,-0.707106781,0.999512076,0.996240588
3,1.4357522,670.7251189,671.7377083,677.0014237,678.5014237,9,A,7.810249676,7.810249676,8.602325267,1.414213562,2.236067977,1,0.948683298,0.983606557,0.967459023
3,2.2854564,679.001482,680.0078736,686.4768483,687.9768483,9,B,7.071067812,5,7.810249676,2.236067977,2.828427125,1,0.948683298,0.989949494,0.998687663
3,1.0541247,688.4773612,689.4877386,693.2378135,694.7378135,7,C,6.708203932,5.385164807,5.656854249,1.414213562,2.236067977,2.236067977,0.316227766,0.996545758,0.91914503
3,2.8455559,695.2382447,696.2477468,701.4979853,702.9979853,5,A,3,3,1,4.242640687,2,3.16227766,0.707106781,1.97E-16,1
3,2.9516684,703.4980691,704.5175816,709.8407912,711.3407912,8,B,7.071067812,7.211102551,8.062257748,1.414213562,1,2.236067977,-0.707106781,0.980580676,0.997630328
3,4.3698328,711.8415222,712.8517554,722.5304673,724.0304673,10,A,8.602325267,8.602325267,9.219544457,2.828427125,1,2.236067977,0.707106781,0.945945946,0.996097313
3,3.0175125,724.5300161,725.5394803,733.5050413,735.0050413,13,B,8.94427191,4,8.246211251,5.656854249,4.472135955,2,0.948683298,0.894427191,0.9701425
